,Unnamed: 0,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name,weather,SC Laps
2199,2199,23588,979,832,5,9,7,7,6.0,69,01:21.9,192.639,+1 Lap,sainz,9/1/1994,Spanish,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,toro_rosso,Italian,10.0,1,35,22745,Hungarian Grand Prix,Dry,5.0
2200,2200,23589,979,815,10,13,8,8,4.0,69,01:22.1,192.09,+1 Lap,perez,1/26/1990,Mexican,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,force_india,Indian,14.0,1,34,24017,Hungarian Grand Prix,Dry,5.0
2201,2201,23590,979,839,10,11,9,9,2.0,69,01:22.4,191.33,+1 Lap,ocon,9/17/1996,French,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,force_india,Indian,12.0,1,35,22441,Hungarian Grand Prix,Dry,5.0
2202,2202,23585,979,1,131,4,4,4,12.0,70,01:20.8,195.149,Finished,hamilton,1/7/1985,British,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,mercedes,German,4.0,1,31,21338,Hungarian Grand Prix,Dry,5.0
2203,2203,23584,979,822,131,3,3,3,15.0,70,01:21.2,194.198,Finished,bottas,8/28/1989,Finnish,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,mercedes,German,3.0,1,30,22681,Hungarian Grand Prix,Dry,5.0
2205,2205,23597,979,828,15,20,16,16,0.0,68,01:21.8,192.92,+2 Laps,ericsson,9/2/1990,Swedish,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,sauber,Swiss,20.0,2,63,24097,Hungarian Grand Prix,Dry,5.0
2207,2207,23596,979,836,15,18,15,15,0.0,68,01:23.6,188.716,+2 Laps,wehrlein,10/18/1994,German,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,sauber,Swiss,18.0,2,28,22998,Hungarian Grand Prix,Dry,5.0
2208,2208,23600,979,154,210,14,R,19,0.0,20,01:24.7,186.201,Wheel nut,grosjean,4/17/1986,French,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,haas,American,15.0,1,20,22638,Hungarian Grand Prix,Dry,5.0
2209,2209,23594,979,825,210,15,13,13,0.0,69,01:22.1,192.102,+1 Lap,kevin_magnussen,10/5/1992,Danish,2017,11,Hungarian Grand Prix,7/30/2017,hungaroring,Budapest,Hungary,haas,American,16.0,1,31,22684,Hungarian Grand Prix,Dry,5.0
2212,2212,20947,848,1,1,3,4,4,12.0,57,01:42.9,189.499,Finished,hamilton,1/7/1985,British,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,mclaren,British,3.0,3,42,20212,European Grand Prix,Dry,
2215,2215,20949,848,18,1,6,6,6,8.0,57,01:42.3,190.623,Finished,button,1/19/1980,British,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,mclaren,British,6.0,3,48,20479,European Grand Prix,Dry,
2218,2218,20955,848,22,3,13,12,12,0.0,56,01:44.1,187.344,+1 Lap,barrichello,5/23/1972,Brazilian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,williams,British,13.0,3,40,21286,European Grand Prix,Dry,
2221,2221,20961,848,813,3,15,18,18,0.0,56,01:43.1,189.155,+1 Lap,maldonado,3/9/1985,Venezuelan,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,williams,British,15.0,3,44,21490,European Grand Prix,Dry,
2224,2224,20953,848,2,4,9,10,10,1.0,56,01:43.9,187.759,+1 Lap,heidfeld,5/10/1977,German,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,renault,French,9.0,3,40,21472,European Grand Prix,Dry,
2227,2227,20958,848,808,4,11,15,15,0.0,56,01:43.2,189.124,+1 Lap,petrov,9/8/1984,Russian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,renault,French,11.0,3,39,21105,European Grand Prix,Dry,
2230,2230,20945,848,4,6,4,2,2,18.0,57,01:42.3,190.683,Finished,alonso,7/29/1981,Spanish,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,ferrari,Italian,4.0,3,45,20136,European Grand Prix,Dry,
2233,2233,20948,848,13,6,5,5,5,10.0,57,01:42.7,189.945,Finished,massa,4/25/1981,Brazilian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,ferrari,Italian,5.0,3,48,20404,European Grand Prix,Dry,
2236,2236,20946,848,17,9,2,3,3,15.0,57,01:42.5,190.262,Finished,webber,8/27/1976,Australian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,red_bull,Austrian,2.0,3,42,20367,European Grand Prix,Dry,
2239,2239,20944,848,20,9,1,1,1,25.0,57,01:41.9,191.536,Finished,vettel,7/3/1987,German,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,red_bull,Austrian,1.0,3,47,20331,European Grand Prix,Dry,
2242,2242,20956,848,67,5,17,13,13,0.0,56,01:44.1,187.395,+1 Lap,buemi,10/31/1988,Swiss,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,toro_rosso,Italian,17.0,3,45,20995,European Grand Prix,Dry,
2244,2244,20951,848,153,5,18,8,8,4.0,56,01:43.6,188.343,+1 Lap,alguersuari,3/23/1990,Spanish,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,toro_rosso,Italian,18.0,2,42,21103,European Grand Prix,Dry,
2247,2247,20952,848,16,10,10,9,9,2.0,56,01:43.5,188.439,+1 Lap,sutil,1/11/1983,German,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,force_india,Indian,10.0,3,43,21036,European Grand Prix,Dry,
2250,2250,20957,848,814,10,12,14,14,0.0,56,01:43.9,187.849,+1 Lap,resta,4/16/1986,British,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,force_india,Indian,12.0,3,44,21069,European Grand Prix,Dry,
2253,2253,20950,848,3,131,7,7,7,6.0,57,01:43.6,188.215,Finished,rosberg,6/27/1985,German,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,mercedes,German,7.0,3,45,20896,European Grand Prix,Dry,
2256,2256,20960,848,30,131,8,17,17,0.0,56,01:44.6,186.544,+1 Lap,michael_schumacher,1/3/1969,German,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,mercedes,German,8.0,3,31,21168,European Grand Prix,Dry,
2259,2259,20962,848,5,205,19,19,19,0.0,55,01:45.1,185.697,+2 Laps,kovalainen,10/19/1981,Finnish,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,lotus_racing,Malaysian,19.0,3,42,22632,European Grand Prix,Dry,
2261,2261,20963,848,15,205,20,20,20,0.0,55,01:46.2,183.681,+2 Laps,trulli,7/13/1974,Italian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,lotus_racing,Malaysian,20.0,2,34,22131,European Grand Prix,Dry,
2263,2263,20964,848,10,166,21,21,21,0.0,55,01:46.6,182.957,+2 Laps,glock,3/18/1982,German,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,virgin,British,21.0,2,42,22030,European Grand Prix,Dry,
2265,2265,20965,848,816,166,23,22,22,0.0,55,01:47.2,182.042,+2 Laps,ambrosio,12/27/1985,Belgian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,virgin,British,23.0,2,37,22250,European Grand Prix,Dry,
2267,2267,20959,848,155,15,14,16,16,0.0,56,01:43.5,188.456,+1 Lap,kobayashi,9/13/1986,Japanese,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,sauber,Swiss,14.0,2,33,20545,European Grand Prix,Dry,
2268,2268,20954,848,815,15,16,11,11,0.0,56,01:43.9,187.672,+1 Lap,perez,1/26/1990,Mexican,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,sauber,Swiss,16.0,1,25,21939,European Grand Prix,Dry,
2271,2271,20966,848,24,164,22,23,23,0.0,54,01:47.4,181.612,+3 Laps,liuzzi,8/6/1980,Italian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,hrt,Spanish,22.0,3,43,22235,European Grand Prix,Dry,
2274,2274,20967,848,39,164,24,24,24,0.0,54,01:47.7,181.123,+3 Laps,karthikeyan,1/14/1977,Indian,2011,8,European Grand Prix,6/26/2011,valencia,Valencia,Spain,hrt,Spanish,24.0,3,44,26059,European Grand Prix,Dry,
2276,2276,21418,867,1,1,2,19,19,0.0,55,01:44.0,187.568,Collision,hamilton,1/7/1985,British,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,mclaren,British,2.0,2,28,31081,European Grand Prix,Dry,6.0
2278,2278,21407,867,18,1,9,8,8,4.0,57,01:44.8,186.138,Finished,button,1/19/1980,British,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,mclaren,British,9.0,2,26,19640,European Grand Prix,Dry,6.0
2280,2280,21411,867,813,3,3,12,12,0.0,57,01:44.1,187.465,Finished,maldonado,3/9/1985,Venezuelan,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,williams,British,3.0,2,28,21525,European Grand Prix,Dry,6.0
2282,2282,21409,867,811,3,14,10,10,1.0,57,01:44.1,187.38,Finished,bruno_senna,10/15/1983,Brazilian,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,williams,British,14.0,2,24,14659,European Grand Prix,Dry,6.0
2284,2284,21400,867,4,6,11,1,1,25.0,57,01:43.7,188.185,Finished,alonso,7/29/1981,Spanish,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,ferrari,Italian,11.0,2,28,20718,European Grand Prix,Dry,6.0
2288,2288,21415,867,13,6,13,16,16,0.0,56,01:44.4,186.806,+1 Lap,massa,4/25/1981,Brazilian,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,ferrari,Italian,13.0,4,53,20476,European Grand Prix,Dry,6.0
2290,2290,21403,867,17,9,19,4,4,12.0,57,01:42.7,189.923,Finished,webber,8/27/1976,Australian,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,red_bull,Austrian,19.0,2,38,20222,European Grand Prix,Dry,6.0
2292,2292,21420,867,20,9,1,R,21,0.0,33,01:44.6,186.585,Gearbox,vettel,7/3/1987,German,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,red_bull,Austrian,1.0,2,29,20023,European Grand Prix,Dry,6.0
2294,2294,21410,867,817,5,17,11,11,0.0,57,01:43.7,188.17,Finished,ricciardo,7/1/1989,Australian,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,toro_rosso,Italian,17.0,2,37,22597,European Grand Prix,Dry,6.0
2295,2295,21422,867,818,5,18,R,23,0.0,26,01:45.5,184.929,Collision,vergne,4/25/1990,French,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,toro_rosso,Italian,18.0,1,17,21303,European Grand Prix,Dry,6.0
2297,2297,21404,867,807,10,8,5,5,10.0,57,01:44.2,187.174,Finished,hulkenberg,8/19/1987,German,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,force_india,Indian,8.0,2,28,20332,European Grand Prix,Dry,6.0
2298,2298,21406,867,814,10,10,7,7,6.0,57,01:44.1,187.398,Finished,resta,4/16/1986,British,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,force_india,Indian,10.0,1,23,20295,European Grand Prix,Dry,6.0
2300,2300,21405,867,3,131,6,6,6,8.0,57,01:42.2,190.953,Finished,rosberg,6/27/1985,German,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,mercedes,German,6.0,2,46,20115,European Grand Prix,Dry,6.0
2302,2302,21402,867,30,131,12,3,3,15.0,57,01:43.1,189.22,Finished,michael_schumacher,1/3/1969,German,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,mercedes,German,12.0,2,41,20041,European Grand Prix,Dry,6.0
2304,2304,21421,867,155,15,7,R,22,0.0,33,01:45.1,185.649,Collision,kobayashi,9/13/1986,Japanese,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,sauber,Swiss,7.0,2,20,25719,European Grand Prix,Dry,6.0
2306,2306,21408,867,815,15,15,9,9,2.0,57,01:43.5,188.439,Finished,perez,1/26/1990,Mexican,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,sauber,Swiss,15.0,2,25,20904,European Grand Prix,Dry,6.0
2308,2308,21416,867,37,164,21,17,17,0.0,56,01:46.8,182.664,+1 Lap,rosa,2/24/1971,Spanish,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,hrt,Spanish,21.0,2,28,23125,European Grand Prix,Dry,6.0
2311,2311,21417,867,39,164,22,18,18,0.0,56,01:46.4,183.37,+1 Lap,karthikeyan,1/14/1977,Indian,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,hrt,Spanish,22.0,3,39,14780,European Grand Prix,Dry,6.0
2313,2313,21413,867,5,207,16,14,14,0.0,57,01:45.3,185.275,Finished,kovalainen,10/19/1981,Finnish,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,caterham,Malaysian,16.0,2,27,24445,European Grand Prix,Dry,6.0
2317,2317,21412,867,808,207,20,13,13,0.0,57,01:44.3,187.125,Finished,petrov,9/8/1984,Russian,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,caterham,Malaysian,20.0,4,47,30800,European Grand Prix,Dry,6.0
2319,2319,21401,867,8,208,5,2,2,18.0,57,01:43.7,188.148,Finished,raikkonen,10/17/1979,Finnish,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,lotus_f1,British,5.0,2,28,21103,European Grand Prix,Dry,6.0
2321,2321,21419,867,154,208,4,R,20,0.0,40,01:43.8,188.007,Electronics,grosjean,4/17/1986,French,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,lotus_f1,British,4.0,2,28,23183,European Grand Prix,Dry,6.0
2323,2323,21414,867,819,206,23,15,15,0.0,57,01:46.7,182.832,Finished,pic,2/15/1990,French,2012,8,European Grand Prix,6/24/2012,valencia,Valencia,Spain,marussia,Russian,23.0,2,28,22838,European Grand Prix,Dry,6.0
2325,2325,21937,891,18,1,6,6,6,8.0,44,01:50.8,227.519,Finished,button,1/19/1980,British,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,mclaren,British,6.0,2,34,23317,Belgian Grand Prix,Dry,
2327,2327,21942,891,815,1,13,11,11,0.0,44,01:53.5,222.208,Finished,perez,1/26/1990,Mexican,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,mclaren,British,13.0,2,18,22597,Belgian Grand Prix,Dry,
2330,2330,21948,891,813,3,17,17,17,0.0,43,01:52.6,223.97,+1 Lap,maldonado,3/9/1985,Venezuelan,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,williams,British,17.0,3,38,30894,Belgian Grand Prix,Dry,
2332,2332,21946,891,822,3,20,15,15,0.0,44,01:52.7,223.754,Finished,bottas,8/28/1989,Finnish,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,williams,British,20.0,2,28,23540,Belgian Grand Prix,Dry,
2334,2334,21933,891,4,6,9,2,2,18.0,44,01:51.4,226.375,Finished,alonso,7/29/1981,Spanish,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,ferrari,Italian,9.0,2,28,22444,Belgian Grand Prix,Dry,
2336,2336,21938,891,13,6,10,7,7,6.0,44,01:52.2,224.763,Finished,massa,4/25/1981,Brazilian,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,ferrari,Italian,10.0,2,26,22634,Belgian Grand Prix,Dry,
2338,2338,21936,891,17,9,3,5,5,10.0,44,01:51.4,226.347,Finished,webber,8/27/1976,Australian,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,red_bull,Austrian,3.0,2,29,23477,Belgian Grand Prix,Dry,
2340,2340,21932,891,20,9,2,1,1,25.0,44,01:50.8,227.657,Finished,vettel,7/3/1987,German,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,red_bull,Austrian,2.0,2,30,22884,Belgian Grand Prix,Dry,
2342,2342,21941,891,817,5,19,10,10,1.0,44,01:51.0,227.224,Finished,ricciardo,7/1/1989,Australian,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,toro_rosso,Italian,19.0,2,33,22871,Belgian Grand Prix,Dry,
2344,2344,21943,891,818,5,18,12,12,0.0,44,01:53.1,223.008,Finished,vergne,4/25/1990,French,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,toro_rosso,Italian,18.0,2,24,24539,Belgian Grand Prix,Dry,
2346,2346,21940,891,16,10,12,9,9,2.0,44,01:52.2,224.675,Finished,sutil,1/11/1983,German,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,force_india,Indian,12.0,2,26,23655,Belgian Grand Prix,Dry,
2348,2348,21951,891,814,10,5,R,20,0.0,26,01:54.8,219.719,Collision,resta,4/16/1986,British,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,force_india,Indian,5.0,2,25,23540,Belgian Grand Prix,Dry,
2350,2350,21934,891,1,131,1,3,3,15.0,44,01:51.6,225.943,Finished,hamilton,1/7/1985,British,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,mercedes,German,1.0,2,26,22682,Belgian Grand Prix,Dry,
2352,2352,21935,891,3,131,4,4,4,12.0,44,01:51.6,225.971,Finished,rosberg,6/27/1985,German,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,mercedes,German,4.0,2,25,23723,Belgian Grand Prix,Dry,
2354,2354,21944,891,807,15,11,13,13,0.0,44,01:53.1,222.919,Finished,hulkenberg,8/19/1987,German,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,sauber,Swiss,11.0,2,24,23334,Belgian Grand Prix,Dry,
2357,2357,21945,891,821,15,21,14,14,0.0,44,01:51.8,225.432,Finished,gutierrez,8/5/1991,Mexican,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,sauber,Swiss,21.0,3,41,17433,Belgian Grand Prix,Dry,
2359,2359,21947,891,823,207,14,16,16,0.0,43,01:54.0,221.188,+1 Lap,garde,4/25/1985,Dutch,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,caterham,Malaysian,14.0,2,29,23998,Belgian Grand Prix,Dry,
2360,2360,21952,891,8,208,8,R,21,0.0,25,01:53.7,221.785,Brakes,raikkonen,10/17/1979,Finnish,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,lotus_f1,British,8.0,1,14,23744,Belgian Grand Prix,Dry,
2361,2361,21939,891,154,208,7,8,8,4.0,44,01:52.5,224.133,Finished,grosjean,4/17/1986,French,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,lotus_f1,British,7.0,1,22,23445,Belgian Grand Prix,Dry,
2364,2364,21950,891,820,206,16,19,19,0.0,42,01:54.9,219.4,+2 Laps,chilton,4/21/1991,British,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,marussia,Russian,16.0,3,32,17427,Belgian Grand Prix,Dry,
2366,2366,21949,891,824,206,15,18,18,0.0,43,01:54.9,219.457,+1 Lap,jules_bianchi,8/3/1989,French,2013,11,Belgian Grand Prix,8/25/2013,spa,Spa,Belgium,marussia,Russian,15.0,2,28,23961,Belgian Grand Prix,Dry,
2369,2369,22748,937,4,1,20,13,13,0.0,42,01:53.7,221.778,+1 Lap,alonso,7/29/1981,Spanish,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,mclaren,British,18.0,3,32,23191,Belgian Grand Prix,Dry,2.0
2372,2372,22749,937,18,1,19,14,14,0.0,42,01:55.5,218.244,+1 Lap,button,1/19/1980,British,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,mclaren,British,17.0,3,35,23761,Belgian Grand Prix,Dry,2.0
2374,2374,22741,937,13,3,6,6,6,8.0,43,01:54.1,220.998,Finished,massa,4/25/1981,Brazilian,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,williams,British,7.0,2,21,23655,Belgian Grand Prix,Dry,2.0
2377,2377,22744,937,822,3,3,9,9,2.0,43,01:54.6,219.932,Power Unit,bottas,8/28/1989,Finnish,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,williams,British,3.0,3,21,23489,Belgian Grand Prix,Dry,2.0
2379,2379,22742,937,8,6,16,7,7,6.0,43,01:54.5,220.18,Finished,raikkonen,10/17/1979,Finnish,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,ferrari,Italian,14.0,2,21,23143,Belgian Grand Prix,Dry,2.0
2380,2380,22747,937,20,6,8,12,12,0.0,42,01:55.3,218.654,Tyre,vettel,7/3/1987,German,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,ferrari,Italian,9.0,1,14,22681,Belgian Grand Prix,Dry,2.0
2381,2381,22753,937,817,9,5,R,18,0.0,19,01:56.3,216.873,Power Unit,ricciardo,7/1/1989,Australian,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,red_bull,Austrian,6.0,1,7,22637,Belgian Grand Prix,Dry,2.0
2383,2383,22739,937,826,9,12,4,4,12.0,43,01:53.0,223.073,Finished,kvyat,4/26/1994,Russian,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,red_bull,Austrian,12.0,2,27,22563,Belgian Grand Prix,Dry,2.0
2386,2386,22743,937,830,5,18,8,8,4.0,43,01:53.3,222.592,Finished,max_verstappen,9/30/1997,Dutch,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,toro_rosso,Italian,15.0,3,32,22942,Belgian Grand Prix,Dry,2.0
2388,2388,22752,937,832,5,10,R,17,0.0,32,01:54.7,219.867,Power Unit,sainz,9/1/1994,Spanish,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,toro_rosso,Italian,10.0,2,23,23348,Belgian Grand Prix,Dry,2.0
2390,2390,22740,937,815,10,4,5,5,10.0,43,01:54.8,219.645,Finished,perez,1/26/1990,Mexican,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,force_india,Indian,5.0,2,20,22918,Belgian Grand Prix,Dry,2.0
2392,2392,22736,937,1,131,1,1,1,25.0,43,01:52.5,224.12,Finished,hamilton,1/7/1985,British,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,mercedes,German,1.0,2,30,22955,Belgian Grand Prix,Dry,2.0
2394,2394,22737,937,3,131,2,2,2,18.0,43,01:52.4,224.295,Finished,rosberg,6/27/1985,German,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,mercedes,German,2.0,2,31,22765,Belgian Grand Prix,Dry,2.0
2396,2396,22745,937,828,15,13,10,10,1.0,43,01:54.0,221.136,Finished,ericsson,9/2/1990,Swedish,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,sauber,Swiss,13.0,2,28,23684,Belgian Grand Prix,Dry,2.0
2398,2398,22746,937,831,15,14,11,11,0.0,43,01:54.0,221.196,Finished,nasr,8/21/1992,Brazilian,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,sauber,Swiss,16.0,2,27,23288,Belgian Grand Prix,Dry,2.0
2400,2400,22738,937,154,208,9,3,3,15.0,43,01:54.8,219.677,Finished,grosjean,4/17/1986,French,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,lotus_f1,British,4.0,2,21,23493,Belgian Grand Prix,Dry,2.0
2402,2402,22751,937,829,209,15,16,16,0.0,42,01:58.1,213.41,+1 Lap,stevens,6/28/1991,British,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,manor,British,19.0,2,30,24450,Belgian Grand Prix,Dry,2.0
2404,2404,22750,937,833,209,17,15,15,0.0,42,01:58.2,213.366,+1 Lap,merhi,3/22/1991,Spanish,2015,11,Belgian Grand Prix,8/23/2015,spa,Spa,Belgium,manor,British,20.0,2,29,23282,Belgian Grand Prix,Dry,2.0
2406,2406,23187,960,4,1,22,7,7,6.0,44,01:54.5,220.243,Finished,alonso,7/29/1981,Spanish,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,mclaren,British,,2,23,22451,Belgian Grand Prix,Dry,7.0
2409,2409,23190,960,13,3,10,10,10,1.0,44,01:54.3,220.517,Finished,massa,4/25/1981,Brazilian,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,williams,British,10.0,3,22,22515,Belgian Grand Prix,Dry,7.0
2412,2412,23188,960,822,3,8,8,8,4.0,44,01:54.1,220.946,Finished,bottas,8/28/1989,Finnish,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,williams,British,8.0,3,23,22318,Belgian Grand Prix,Dry,7.0
2416,2416,23195,960,835,4,13,15,15,0.0,44,01:53.3,222.641,Finished,jolyon_palmer,1/20/1991,British,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,renault,French,14.0,4,34,22578,Belgian Grand Prix,Dry,7.0
2420,2420,23189,960,8,6,3,9,9,2.0,44,01:53.5,222.157,Finished,raikkonen,10/17/1979,Finnish,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,ferrari,Italian,3.0,4,24,23056,Belgian Grand Prix,Dry,7.0
2423,2423,23186,960,20,6,4,6,6,8.0,44,01:52.7,223.674,Finished,vettel,7/3/1987,German,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,ferrari,Italian,4.0,3,23,22762,Belgian Grand Prix,Dry,7.0
2425,2425,23182,960,817,9,5,2,2,18.0,44,01:52.5,224.205,Finished,ricciardo,7/1/1989,Australian,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,red_bull,Austrian,5.0,2,25,22531,Belgian Grand Prix,Dry,7.0
2429,2429,23191,960,830,9,2,11,11,0.0,44,01:53.3,222.582,Finished,max_verstappen,9/30/1997,Dutch,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,red_bull,Austrian,2.0,4,27,22727,Belgian Grand Prix,Dry,7.0
2432,2432,23194,960,826,5,19,14,14,0.0,44,01:52.1,224.965,Finished,kvyat,4/26/1994,Russian,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,toro_rosso,Italian,19.0,3,35,23363,Belgian Grand Prix,Dry,7.0
2435,2435,23184,960,807,10,7,4,4,12.0,44,01:53.5,222.094,Finished,hulkenberg,8/19/1987,German,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,force_india,Indian,7.0,3,23,24015,Belgian Grand Prix,Dry,7.0
2438,2438,23185,960,815,10,6,5,5,10.0,44,01:53.4,222.321,Finished,perez,1/26/1990,Mexican,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,force_india,Indian,6.0,3,24,22652,Belgian Grand Prix,Dry,7.0
2441,2441,23183,960,1,131,21,3,3,15.0,44,01:51.6,225.969,Finished,hamilton,1/7/1985,British,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,mercedes,German,21.0,3,32,22432,Belgian Grand Prix,Dry,7.0
2443,2443,23181,960,3,131,1,1,1,25.0,44,01:51.7,225.64,Finished,rosberg,6/27/1985,German,2016,13,Belgian Grand Prix,8/28/2016,spa,Spa,Belgium,mercedes,German,1.0,2,26,22596,Belgian Grand Prix,Dry,7.0
